product_id,name,category,style,color,occasion,material,price,description
P1021,Pleated Skirt,bottoms,traditional,brown,festive,denim,3500,brown traditional Pleated Skirt for festive. Made from denim. Suitable for traditional looks and festive occasions.
P1022,Knit Top,tops,traditional,black,everyday,knit,3700,black traditional Knit Top for everyday. Made from knit. Suitable for traditional looks and everyday occasions.
P1023,Watch,accessories,minimal,red,travel,cotton,1100,red minimal Watch for travel. Made from cotton. Suitable for minimal looks and travel occasions.
P1024,Flats,shoes,formal,green,office,satin,6800,green formal Flats for office. Made from satin. Suitable for formal looks and office occasions.
P1025,Shoulder Bag,accessories,casual,navy,date,silk,7300,navy casual Shoulder Bag for date. Made from silk. Suitable for casual looks and date occasions.
P1026,Shirt Dress,dresses,traditional,white,wedding,silk,8700,white traditional Shirt Dress for wedding. Made from silk. Suitable for traditional looks and wedding occasions.
P1027,Shoulder Bag,accessories,formal,navy,date,satin,1300,navy formal Shoulder Bag for date. Made from satin. Suitable for formal looks and date occasions.
P1028,Lehenga,ethnic,streetwear,black,everyday,silk,7200,black streetwear Lehenga for everyday. Made from silk. Suitable for streetwear looks and everyday occasions.
P1029,Palazzo Pants,bottoms,trendy,green,date,denim,2800,green trendy Palazzo Pants for date. Made from denim. Suitable for trendy looks and date occasions.
P1030,Shirt Dress,dresses,formal,pink,date,cotton,8700,pink formal Shirt Dress for date. Made from cotton. Suitable for formal looks and date occasions.
P1031,Straight Jeans,bottoms,traditional,black,date,knit,8600,black traditional Straight Jeans for date. Made from knit. Suitable for traditional looks and date occasions.
P1032,Wrap Dress,dresses,trendy,white,party,satin,1600,white trendy Wrap Dress for party. Made from satin. Suitable for trendy looks and party occasions.
P1033,Saree,ethnic,casual,lavender,date,denim,3900,lavender casual Saree for date. Made from denim. Suitable for casual looks and date occasions.
P1034,Midi Dress,dresses,traditional,beige,party,polyester,6400,beige traditional Midi Dress for party. Made from polyester. Suitable for traditional looks and party occasions.
P1035,Kurta Set,ethnic,minimal,blue,everyday,linen,7400,blue minimal Kurta Set for everyday. Made from linen. Suitable for minimal looks and everyday occasions.
P1036,Wrap Dress,dresses,elegant,beige,party,knit,7000,beige elegant Wrap Dress for party. Made from knit. Suitable for elegant looks and party occasions.
P1037,Pleated Skirt,bottoms,casual,brown,party,linen,8000,brown casual Pleated Skirt for party. Made from linen. Suitable for casual looks and party occasions.
P1038,Clutch,accessories,elegant,pink,office,cotton,2800,pink elegant Clutch for office. Made from cotton. Suitable for elegant looks and office occasions.
P1039,Pleated Skirt,bottoms,trendy,pink,everyday,polyester,7500,pink trendy Pleated Skirt for everyday. Made from polyester. Suitable for trendy looks and everyday occasions.
P1040,Knit Top,tops,formal,red,everyday,denim,2500,red formal Knit Top for everyday. Made from denim. Suitable for formal looks and everyday occasions.
P1041,Flats,shoes,elegant,pink,everyday,silk,9300,pink elegant Flats for everyday. Made from silk. Suitable for elegant looks and everyday occasions.
P1042,Lehenga,ethnic,formal,black,office,satin,8800,black formal Lehenga for office. Made from satin. Suitable for formal looks and office occasions.
P1043,Sharara Set,ethnic,traditional,pink,travel,denim,4100,pink traditional Sharara Set for travel. Made from denim. Suitable for traditional looks and travel occasions.
P1044,Wrap Dress,dresses,formal,lavender,festive,silk,9300,lavender formal Wrap Dress for festive. Made from silk. Suitable for formal looks and festive occasions.
P1045,Tote Bag,accessories,formal,lavender,wedding,satin,5000,lavender formal Tote Bag for wedding. Made from satin. Suitable for formal looks and wedding occasions.
P1046,Tote Bag,accessories,minimal,navy,college,polyester,800,navy minimal Tote Bag for college. Made from polyester. Suitable for minimal looks and college occasions.
P1047,Midi Dress,dresses,trendy,white,office,polyester,6400,white trendy Midi Dress for office. Made from polyester. Suitable for trendy looks and office occasions.
P1048,Kurta Set,ethnic,formal,pink,date,linen,1100,pink formal Kurta Set for date. Made from linen. Suitable for formal looks and date occasions.
P1049,Shirt Dress,dresses,elegant,black,wedding,satin,8800,black elegant Shirt Dress for wedding. Made from satin. Suitable for elegant looks and wedding occasions.
P1050,Midi Dress,dresses,elegant,lavender,party,silk,9100,lavender elegant Midi Dress for party. Made from silk. Suitable for elegant looks and party occasions.
P1051,Watch,accessories,streetwear,beige,office,polyester,3000,beige streetwear Watch for office. Made from polyester. Suitable for streetwear looks and office occasions.
P1052,Saree,ethnic,trendy,white,everyday,denim,6100,white trendy Saree for everyday. Made from denim. Suitable for trendy looks and everyday occasions.
P1053,Clutch,accessories,minimal,beige,office,denim,1400,beige minimal Clutch for office. Made from denim. Suitable for minimal looks and office occasions.
P1054,Pleated Skirt,bottoms,minimal,black,date,knit,4000,black minimal Pleated Skirt for date. Made from knit. Suitable for minimal looks and date occasions.
P1055,Knit Top,tops,elegant,brown,wedding,satin,5700,brown elegant Knit Top for wedding. Made from satin. Suitable for elegant looks and wedding occasions.
P1056,Knit Top,tops,elegant,beige,festive,linen,8500,beige elegant Knit Top for festive. Made from linen. Suitable for elegant looks and festive occasions.
P1057,Shoulder Bag,accessories,trendy,pink,office,cotton,1600,pink trendy Shoulder Bag for office. Made from cotton. Suitable for trendy looks and office occasions.
P1058,Shirt Dress,dresses,formal,pink,everyday,cotton,7000,pink formal Shirt Dress for everyday. Made from cotton. Suitable for formal looks and everyday occasions.
P1059,Satin Top,tops,elegant,red,date,linen,9600,red elegant Satin Top for date. Made from linen. Suitable for elegant looks and date occasions.
P1060,Sharara Set,ethnic,traditional,black,everyday,silk,6200,black traditional Sharara Set for everyday. Made from silk. Suitable for traditional looks and everyday occasions.
P1061,Wide Leg Trousers,bottoms,traditional,blue,college,silk,9500,blue traditional Wide Leg Trousers for college. Made from silk. Suitable for traditional looks and college occasions.
P1062,Wide Leg Trousers,bottoms,traditional,navy,travel,denim,9400,navy traditional Wide Leg Trousers for travel. Made from denim. Suitable for traditional looks and travel occasions.
P1063,Sharara Set,ethnic,elegant,white,travel,satin,5000,white elegant Sharara Set for travel. Made from satin. Suitable for elegant looks and travel occasions.
P1064,Bodycon Dress,dresses,streetwear,pink,wedding,linen,7700,pink streetwear Bodycon Dress for wedding. Made from linen. Suitable for streetwear looks and wedding occasions.
P1065,Bodycon Dress,dresses,formal,blue,date,polyester,5600,blue formal Bodycon Dress for date. Made from polyester. Suitable for formal looks and date occasions.
P1066,Wrap Dress,dresses,trendy,white,everyday,polyester,3100,white trendy Wrap Dress for everyday. Made from polyester. Suitable for trendy looks and everyday occasions.
P1067,Satin Top,tops,casual,black,wedding,silk,5600,black casual Satin Top for wedding. Made from silk. Suitable for casual looks and wedding occasions.
P1068,Shirt Dress,dresses,formal,pink,everyday,satin,6400,pink formal Shirt Dress for everyday. Made from satin. Suitable for formal looks and everyday occasions.
P1069,Midi Dress,dresses,minimal,black,travel,knit,9900,black minimal Midi Dress for travel. Made from knit. Suitable for minimal looks and travel occasions.
P1070,Bodycon Dress,dresses,elegant,blue,everyday,polyester,7500,blue elegant Bodycon Dress for everyday. Made from polyester. Suitable for elegant looks and everyday occasions.
P1071,Oversized Shirt,tops,casual,white,college,polyester,2500,white casual Oversized Shirt for college. Made from polyester. Suitable for casual looks and college occasions.
P1072,Wide Leg Trousers,bottoms,trendy,lavender,college,linen,9600,lavender trendy Wide Leg Trousers for college. Made from linen. Suitable for trendy looks and college occasions.
P1073,Tote Bag,accessories,elegant,beige,college,denim,1900,beige elegant Tote Bag for college. Made from denim. Suitable for elegant looks and college occasions.
P1074,Straight Jeans,bottoms,streetwear,lavender,office,knit,2000,lavender streetwear Straight Jeans for office. Made from knit. Suitable for streetwear looks and office occasions.
P1075,Bodycon Dress,dresses,traditional,lavender,wedding,cotton,3200,lavender traditional Bodycon Dress for wedding. Made from cotton. Suitable for traditional looks and wedding occasions.
P1076,Palazzo Pants,bottoms,streetwear,red,travel,cotton,9400,red streetwear Palazzo Pants for travel. Made from cotton. Suitable for streetwear looks and travel occasions.
P1077,Sandals,shoes,casual,green,wedding,knit,1200,green casual Sandals for wedding. Made from knit. Suitable for casual looks and wedding occasions.
P1078,Sneakers,shoes,minimal,white,office,denim,2500,white minimal Sneakers for office. Made from denim. Suitable for minimal looks and office occasions.
P1079,Straight Jeans,bottoms,formal,green,party,silk,3800,green formal Straight Jeans for party. Made from silk. Suitable for formal looks and party occasions.
P1080,Block Heels,shoes,casual,white,festive,knit,2700,white casual Block Heels for festive. Made from knit. Suitable for casual looks and festive occasions.
P1081,Bodycon Dress,dresses,elegant,black,college,linen,1800,black elegant Bodycon Dress for college. Made from linen. Suitable for elegant looks and college occasions.
P1082,Watch,accessories,minimal,red,everyday,polyester,2300,red minimal Watch for everyday. Made from polyester. Suitable for minimal looks and everyday occasions.
P1083,Crop Top,tops,formal,pink,everyday,silk,3700,pink formal Crop Top for everyday. Made from silk. Suitable for formal looks and everyday occasions.
P1084,Oversized Shirt,tops,formal,black,party,polyester,7000,black formal Oversized Shirt for party. Made from polyester. Suitable for formal looks and party occasions.
P1085,Block Heels,shoes,formal,pink,travel,silk,700,pink formal Block Heels for travel. Made from silk. Suitable for formal looks and travel occasions.
P1086,Sneakers,shoes,casual,white,office,satin,5300,white casual Sneakers for office. Made from satin. Suitable for casual looks and office occasions.
P1087,Sandals,shoes,casual,brown,wedding,denim,1300,brown casual Sandals for wedding. Made from denim. Suitable for casual looks and wedding occasions.
P1088,Satin Top,tops,streetwear,beige,everyday,silk,2900,beige streetwear Satin Top for everyday. Made from silk. Suitable for streetwear looks and everyday occasions.
P1089,Satin Top,tops,elegant,green,date,linen,6200,green elegant Satin Top for date. Made from linen. Suitable for elegant looks and date occasions.
P1090,Saree,ethnic,traditional,brown,college,cotton,1300,brown traditional Saree for college. Made from cotton. Suitable for traditional looks and college occasions.
P1091,Sneakers,shoes,casual,black,everyday,satin,2100,black casual Sneakers for everyday. Made from satin. Suitable for casual looks and everyday occasions.
P1092,Maxi Dress,dresses,formal,brown,travel,silk,3200,brown formal Maxi Dress for travel. Made from silk. Suitable for formal looks and travel occasions.
P1093,Clutch,accessories,casual,white,travel,linen,1900,white casual Clutch for travel. Made from linen. Suitable for casual looks and travel occasions.
P1094,Knit Top,tops,streetwear,blue,festive,linen,1600,blue streetwear Knit Top for festive. Made from linen. Suitable for streetwear looks and festive occasions.
P1095,Pleated Skirt,bottoms,elegant,red,party,linen,8500,red elegant Pleated Skirt for party. Made from linen. Suitable for elegant looks and party occasions.
P1096,Straight Jeans,bottoms,trendy,green,party,silk,9900,green trendy Straight Jeans for party. Made from silk. Suitable for trendy looks and party occasions.
P1097,Blouse,tops,minimal,blue,travel,linen,1100,blue minimal Blouse for travel. Made from linen. Suitable for minimal looks and travel occasions.
P1098,Watch,accessories,elegant,pink,party,cotton,6600,pink elegant Watch for party. Made from cotton. Suitable for elegant looks and party occasions.
P1099,Pleated Skirt,bottoms,casual,green,wedding,denim,8400,green casual Pleated Skirt for wedding. Made from denim. Suitable for casual looks and wedding occasions.
P1100,Oversized Shirt,tops,casual,lavender,wedding,cotton,5900,lavender casual Oversized Shirt for wedding. Made from cotton. Suitable for casual looks and wedding occasions.
P1101,Flats,shoes,streetwear,blue,everyday,knit,6600,blue streetwear Flats for everyday. Made from knit. Suitable for streetwear looks and everyday occasions.
P1102,Anarkali,ethnic,formal,red,wedding,linen,4800,red formal Anarkali for wedding. Made from linen. Suitable for formal looks and wedding occasions.
P1103,Straight Jeans,bottoms,traditional,beige,college,silk,1200,beige traditional Straight Jeans for college. Made from silk. Suitable for traditional looks and college occasions.
P1104,Bodycon Dress,dresses,formal,navy,college,silk,7400,navy formal Bodycon Dress for college. Made from silk. Suitable for formal looks and college occasions.
P1105,Pleated Skirt,bottoms,streetwear,white,everyday,silk,3700,white streetwear Pleated Skirt for everyday. Made from silk. Suitable for streetwear looks and everyday occasions.
P1106,Shirt Dress,dresses,streetwear,black,festive,linen,2300,black streetwear Shirt Dress for festive. Made from linen. Suitable for streetwear looks and festive occasions.
P1107,Saree,ethnic,casual,white,college,silk,9200,white casual Saree for college. Made from silk. Suitable for casual looks and college occasions.
P1108,Kurta Set,ethnic,formal,brown,college,silk,6600,brown formal Kurta Set for college. Made from silk. Suitable for formal looks and college occasions.
P1109,Knit Top,tops,casual,green,everyday,polyester,8800,green casual Knit Top for everyday. Made from polyester. Suitable for casual looks and everyday occasions.
P1110,Midi Dress,dresses,trendy,green,college,denim,6100,green trendy Midi Dress for college. Made from denim. Suitable for trendy looks and college occasions.
P1111,Lehenga,ethnic,traditional,lavender,wedding,knit,9400,lavender traditional Lehenga for wedding. Made from knit. Suitable for traditional looks and wedding occasions.
P1112,Shirt Dress,dresses,minimal,black,travel,cotton,2100,black minimal Shirt Dress for travel. Made from cotton. Suitable for minimal looks and travel occasions.
P1113,Palazzo Pants,bottoms,trendy,lavender,college,denim,5300,lavender trendy Palazzo Pants for college. Made from denim. Suitable for trendy looks and college occasions.
P1114,Oversized Shirt,tops,formal,white,wedding,linen,4900,white formal Oversized Shirt for wedding. Made from linen. Suitable for formal looks and wedding occasions.
P1115,Oversized Shirt,tops,elegant,brown,wedding,knit,3500,brown elegant Oversized Shirt for wedding. Made from knit. Suitable for elegant looks and wedding occasions.
P1116,Saree,ethnic,minimal,navy,festive,denim,1300,navy minimal Saree for festive. Made from denim. Suitable for minimal looks and festive occasions.
P1117,Wrap Dress,dresses,minimal,brown,everyday,satin,7400,brown minimal Wrap Dress for everyday. Made from satin. Suitable for minimal looks and everyday occasions.
P1118,Bodycon Dress,dresses,formal,navy,date,silk,8600,navy formal Bodycon Dress for date. Made from silk. Suitable for formal looks and date occasions.
P1119,Anarkali,ethnic,casual,brown,office,cotton,5700,brown casual Anarkali for office. Made from cotton. Suitable for casual looks and office occasions.
P1120,Blouse,tops,elegant,white,party,denim,2100,white elegant Blouse for party. Made from denim. Suitable for elegant looks and party occasions.
P1121,Tote Bag,accessories,trendy,beige,wedding,satin,8700,beige trendy Tote Bag for wedding. Made from satin. Suitable for trendy looks and wedding occasions.
P1122,Wrap Dress,dresses,trendy,navy,party,silk,5100,navy trendy Wrap Dress for party. Made from silk. Suitable for trendy looks and party occasions.
P1123,Pleated Skirt,bottoms,formal,black,date,linen,1500,black formal Pleated Skirt for date. Made from linen. Suitable for formal looks and date occasions.
P1124,Maxi Dress,dresses,streetwear,navy,travel,silk,8100,navy streetwear Maxi Dress for travel. Made from silk. Suitable for streetwear looks and travel occasions.
P1125,Saree,ethnic,trendy,lavender,everyday,silk,4500,lavender trendy Saree for everyday. Made from silk. Suitable for trendy looks and everyday occasions.
P1126,Sneakers,shoes,streetwear,pink,party,knit,4000,pink streetwear Sneakers for party. Made from knit. Suitable for streetwear looks and party occasions.
P1127,Knit Top,tops,minimal,pink,college,linen,5200,pink minimal Knit Top for college. Made from linen. Suitable for minimal looks and college occasions.
P1128,Sharara Set,ethnic,casual,lavender,party,polyester,7500,lavender casual Sharara Set for party. Made from polyester. Suitable for casual looks and party occasions.
P1129,Kurta Set,ethnic,casual,beige,party,linen,2100,beige casual Kurta Set for party. Made from linen. Suitable for casual looks and party occasions.
P1130,Wrap Dress,dresses,traditional,beige,everyday,denim,5400,beige traditional Wrap Dress for everyday. Made from denim. Suitable for traditional looks and everyday occasions.
P1131,Crop Top,tops,traditional,black,travel,denim,2500,black traditional Crop Top for travel. Made from denim. Suitable for traditional looks and travel occasions.
P1132,Sharara Set,ethnic,traditional,beige,date,cotton,1000,beige traditional Sharara Set for date. Made from cotton. Suitable for traditional looks and date occasions.
P1133,Pleated Skirt,bottoms,streetwear,beige,everyday,denim,2600,beige streetwear Pleated Skirt for everyday. Made from denim. Suitable for streetwear looks and everyday occasions.
P1134,Shirt Dress,dresses,traditional,green,date,silk,4400,green traditional Shirt Dress for date. Made from silk. Suitable for traditional looks and date occasions.
P1135,Sneakers,shoes,streetwear,lavender,everyday,denim,9500,lavender streetwear Sneakers for everyday. Made from denim. Suitable for streetwear looks and everyday occasions.
P1136,Bodycon Dress,dresses,elegant,beige,office,denim,1000,beige elegant Bodycon Dress for office. Made from denim. Suitable for elegant looks and office occasions.
P1137,Straight Jeans,bottoms,trendy,green,office,denim,1400,green trendy Straight Jeans for office. Made from denim. Suitable for trendy looks and office occasions.
P1138,Sneakers,shoes,traditional,navy,wedding,knit,4200,navy traditional Sneakers for wedding. Made from knit. Suitable for traditional looks and wedding occasions.
P1139,Satin Top,tops,elegant,navy,everyday,polyester,9200,navy elegant Satin Top for everyday. Made from polyester. Suitable for elegant looks and everyday occasions.
P1140,Shirt Dress,dresses,trendy,blue,everyday,denim,8400,blue trendy Shirt Dress for everyday. Made from denim. Suitable for trendy looks and everyday occasions.
P1141,Sandals,shoes,elegant,green,festive,linen,9800,green elegant Sandals for festive. Made from linen. Suitable for elegant looks and festive occasions.
P1142,Palazzo Pants,bottoms,trendy,green,college,denim,5100,green trendy Palazzo Pants for college. Made from denim. Suitable for trendy looks and college occasions.
P1143,Saree,ethnic,trendy,navy,office,linen,6300,navy trendy Saree for office. Made from linen. Suitable for trendy looks and office occasions.
P1144,Statement Earrings,accessories,streetwear,brown,date,linen,6100,brown streetwear Statement Earrings for date. Made from linen. Suitable for streetwear looks and date occasions.
P1145,Statement Earrings,accessories,casual,lavender,office,linen,3300,lavender casual Statement Earrings for office. Made from linen. Suitable for casual looks and office occasions.
P1146,Sharara Set,ethnic,streetwear,navy,travel,cotton,8200,navy streetwear Sharara Set for travel. Made from cotton. Suitable for streetwear looks and travel occasions.
P1147,Wide Leg Trousers,bottoms,elegant,red,date,silk,2900,red elegant Wide Leg Trousers for date. Made from silk. Suitable for elegant looks and date occasions.
P1148,Flats,shoes,formal,lavender,party,linen,3000,lavender formal Flats for party. Made from linen. Suitable for formal looks and party occasions.
P1149,Palazzo Pants,bottoms,traditional,brown,college,knit,4500,brown traditional Palazzo Pants for college. Made from knit. Suitable for traditional looks and college occasions.
P1150,Loafers,shoes,trendy,navy,everyday,linen,1000,navy trendy Loafers for everyday. Made from linen. Suitable for trendy looks and everyday occasions.
P1151,Maxi Dress,dresses,minimal,pink,everyday,cotton,9000,pink minimal Maxi Dress for everyday. Made from cotton. Suitable for minimal looks and everyday occasions.
P1152,Clutch,accessories,trendy,beige,everyday,polyester,8900,beige trendy Clutch for everyday. Made from polyester. Suitable for trendy looks and everyday occasions.
P1153,Satin Top,tops,elegant,pink,everyday,cotton,8300,pink elegant Satin Top for everyday. Made from cotton. Suitable for elegant looks and everyday occasions.
P1154,Clutch,accessories,traditional,brown,festive,knit,4000,brown traditional Clutch for festive. Made from knit. Suitable for traditional looks and festive occasions.
P1155,Statement Earrings,accessories,formal,white,travel,satin,8000,white formal Statement Earrings for travel. Made from satin. Suitable for formal looks and travel occasions.
P1156,Wrap Dress,dresses,casual,lavender,college,linen,4700,lavender casual Wrap Dress for college. Made from linen. Suitable for casual looks and college occasions.
P1157,Straight Jeans,bottoms,minimal,beige,college,denim,5300,beige minimal Straight Jeans for college. Made from denim. Suitable for minimal looks and college occasions.
P1158,Palazzo Pants,bottoms,elegant,pink,date,satin,8800,pink elegant Palazzo Pants for date. Made from satin. Suitable for elegant looks and date occasions.
P1159,Shirt Dress,dresses,casual,beige,office,satin,2800,beige casual Shirt Dress for office. Made from satin. Suitable for casual looks and office occasions.
P1160,Loafers,shoes,streetwear,green,date,denim,9400,green streetwear Loafers for date. Made from denim. Suitable for streetwear looks and date occasions.
P1161,Clutch,accessories,elegant,navy,travel,knit,2500,navy elegant Clutch for travel. Made from knit. Suitable for elegant looks and travel occasions.
P1162,Maxi Dress,dresses,traditional,pink,travel,knit,6900,pink traditional Maxi Dress for travel. Made from knit. Suitable for traditional looks and travel occasions.
P1163,Palazzo Pants,bottoms,casual,white,wedding,linen,7100,white casual Palazzo Pants for wedding. Made from linen. Suitable for casual looks and wedding occasions.
P1164,Crop Top,tops,streetwear,navy,office,silk,6500,navy streetwear Crop Top for office. Made from silk. Suitable for streetwear looks and office occasions.
P1165,Midi Dress,dresses,streetwear,beige,college,silk,5100,beige streetwear Midi Dress for college. Made from silk. Suitable for streetwear looks and college occasions.
P1166,Saree,ethnic,casual,brown,travel,linen,9700,brown casual Saree for travel. Made from linen. Suitable for casual looks and travel occasions.
P1167,Anarkali,ethnic,formal,white,wedding,linen,9500,white formal Anarkali for wedding. Made from linen. Suitable for formal looks and wedding occasions.
P1168,Crop Top,tops,minimal,beige,wedding,linen,1700,beige minimal Crop Top for wedding. Made from linen. Suitable for minimal looks and wedding occasions.
P1169,Wide Leg Trousers,bottoms,elegant,black,everyday,knit,6200,black elegant Wide Leg Trousers for everyday. Made from knit. Suitable for elegant looks and everyday occasions.
P1170,Maxi Dress,dresses,elegant,black,college,silk,2200,black elegant Maxi Dress for college. Made from silk. Suitable for elegant looks and college occasions.
P1171,Anarkali,ethnic,elegant,pink,college,knit,1900,pink elegant Anarkali for college. Made from knit. Suitable for elegant looks and college occasions.
P1172,Shirt Dress,dresses,casual,lavender,wedding,linen,9200,lavender casual Shirt Dress for wedding. Made from linen. Suitable for casual looks and wedding occasions.
P1173,Anarkali,ethnic,elegant,beige,date,satin,5100,beige elegant Anarkali for date. Made from satin. Suitable for elegant looks and date occasions.
P1174,Kurta Set,ethnic,streetwear,navy,wedding,satin,7900,navy streetwear Kurta Set for wedding. Made from satin. Suitable for streetwear looks and wedding occasions.
P1175,Midi Dress,dresses,streetwear,lavender,college,satin,3400,lavender streetwear Midi Dress for college. Made from satin. Suitable for streetwear looks and college occasions.
P1176,Tote Bag,accessories,minimal,beige,college,polyester,1900,beige minimal Tote Bag for college. Made from polyester. Suitable for minimal looks and college occasions.
P1177,Oversized Shirt,tops,streetwear,brown,travel,polyester,8200,brown streetwear Oversized Shirt for travel. Made from polyester. Suitable for streetwear looks and travel occasions.
P1178,Knit Top,tops,formal,white,party,knit,5200,white formal Knit Top for party. Made from knit. Suitable for formal looks and party occasions.
P1179,Pleated Skirt,bottoms,casual,navy,wedding,silk,2100,navy casual Pleated Skirt for wedding. Made from silk. Suitable for casual looks and wedding occasions.
P1180,Anarkali,ethnic,trendy,white,party,silk,5300,white trendy Anarkali for party. Made from silk. Suitable for trendy looks and party occasions.
P1181,Clutch,accessories,traditional,black,office,denim,7000,black traditional Clutch for office. Made from denim. Suitable for traditional looks and office occasions.
P1182,Bodycon Dress,dresses,minimal,brown,date,polyester,6300,brown minimal Bodycon Dress for date. Made from polyester. Suitable for minimal looks and date occasions.
P1183,Oversized Shirt,tops,trendy,pink,festive,linen,1500,pink trendy Oversized Shirt for festive. Made from linen. Suitable for trendy looks and festive occasions.
P1184,Palazzo Pants,bottoms,casual,black,everyday,polyester,2000,black casual Palazzo Pants for everyday. Made from polyester. Suitable for casual looks and everyday occasions.
P1185,Pleated Skirt,bottoms,traditional,white,office,linen,5700,white traditional Pleated Skirt for office. Made from linen. Suitable for traditional looks and office occasions.
P1186,Wide Leg Trousers,bottoms,formal,beige,office,denim,3200,beige formal Wide Leg Trousers for office. Made from denim. Suitable for formal looks and office occasions.
P1187,Kurta Set,ethnic,traditional,red,office,linen,6100,red traditional Kurta Set for office. Made from linen. Suitable for traditional looks and office occasions.
P1188,Statement Earrings,accessories,minimal,lavender,date,knit,8900,lavender minimal Statement Earrings for date. Made from knit. Suitable for minimal looks and date occasions.
P1189,Palazzo Pants,bottoms,trendy,lavender,festive,silk,7200,lavender trendy Palazzo Pants for festive. Made from silk. Suitable for trendy looks and festive occasions.
P1190,Kurta Set,ethnic,streetwear,brown,office,cotton,3900,brown streetwear Kurta Set for office. Made from cotton. Suitable for streetwear looks and office occasions.
P1191,Pleated Skirt,bottoms,casual,beige,college,cotton,1300,beige casual Pleated Skirt for college. Made from cotton. Suitable for casual looks and college occasions.
P1192,Bodycon Dress,dresses,formal,black,party,silk,8400,black formal Bodycon Dress for party. Made from silk. Suitable for formal looks and party occasions.
P1193,Clutch,accessories,casual,pink,office,knit,1600,pink casual Clutch for office. Made from knit. Suitable for casual looks and office occasions.
P1194,Watch,accessories,streetwear,brown,everyday,linen,4400,brown streetwear Watch for everyday. Made from linen. Suitable for streetwear looks and everyday occasions.
P1195,Statement Earrings,accessories,trendy,navy,date,satin,5000,navy trendy Statement Earrings for date. Made from satin. Suitable for trendy looks and date occasions.
P1196,Sandals,shoes,elegant,black,festive,cotton,5600,black elegant Sandals for festive. Made from cotton. Suitable for elegant looks and festive occasions.
P1197,Palazzo Pants,bottoms,streetwear,red,everyday,silk,1100,red streetwear Palazzo Pants for everyday. Made from silk. Suitable for streetwear looks and everyday occasions.
P1198,Maxi Dress,dresses,traditional,pink,party,silk,6200,pink traditional Maxi Dress for party. Made from silk. Suitable for traditional looks and party occasions.
P1199,Blouse,tops,formal,red,everyday,knit,2100,red formal Blouse for everyday. Made from knit. Suitable for formal looks and everyday occasions.
P1200,Flats,shoes,formal,navy,everyday,silk,7800,navy formal Flats for everyday. Made from silk. Suitable for formal looks and everyday occasions.
P1201,Oversized Shirt,tops,elegant,red,date,silk,8200,red elegant Oversized Shirt for date. Made from silk. Suitable for elegant looks and date occasions.
P1202,Palazzo Pants,bottoms,streetwear,pink,travel,cotton,1000,pink streetwear Palazzo Pants for travel. Made from cotton. Suitable for streetwear looks and travel occasions.
P1203,Block Heels,shoes,casual,green,travel,knit,8100,green casual Block Heels for travel. Made from knit. Suitable for casual looks and travel occasions.
P1204,Wrap Dress,dresses,trendy,white,festive,denim,5200,white trendy Wrap Dress for festive. Made from denim. Suitable for trendy looks and festive occasions.
P1205,Palazzo Pants,bottoms,elegant,blue,wedding,linen,8900,blue elegant Palazzo Pants for wedding. Made from linen. Suitable for elegant looks and wedding occasions.
P1206,Lehenga,ethnic,elegant,white,date,cotton,5000,white elegant Lehenga for date. Made from cotton. Suitable for elegant looks and date occasions.
P1207,Satin Top,tops,traditional,green,college,silk,9100,green traditional Satin Top for college. Made from silk. Suitable for traditional looks and college occasions.
P1208,Pleated Skirt,bottoms,minimal,black,everyday,satin,900,black minimal Pleated Skirt for everyday. Made from satin. Suitable for minimal looks and everyday occasions.
P1209,Sharara Set,ethnic,traditional,red,travel,satin,1900,red traditional Sharara Set for travel. Made from satin. Suitable for traditional looks and travel occasions.
P1210,Wide Leg Trousers,bottoms,formal,blue,travel,silk,7100,blue formal Wide Leg Trousers for travel. Made from silk. Suitable for formal looks and travel occasions.
P1211,Clutch,accessories,casual,lavender,date,denim,6200,lavender casual Clutch for date. Made from denim. Suitable for casual looks and date occasions.
P1212,Knit Top,tops,formal,white,wedding,denim,4000,white formal Knit Top for wedding. Made from denim. Suitable for formal looks and wedding occasions.
P1213,Wrap Dress,dresses,traditional,red,wedding,satin,1800,red traditional Wrap Dress for wedding. Made from satin. Suitable for traditional looks and wedding occasions.
P1214,Watch,accessories,elegant,lavender,travel,denim,1500,lavender elegant Watch for travel. Made from denim. Suitable for elegant looks and travel occasions.
P1215,Sandals,shoes,trendy,red,wedding,denim,1600,red trendy Sandals for wedding. Made from denim. Suitable for trendy looks and wedding occasions.
P1216,Clutch,accessories,traditional,pink,festive,polyester,7600,pink traditional Clutch for festive. Made from polyester. Suitable for traditional looks and festive occasions.
P1217,Kurta Set,ethnic,trendy,red,date,satin,7200,red trendy Kurta Set for date. Made from satin. Suitable for trendy looks and date occasions.
P1218,Straight Jeans,bottoms,elegant,navy,party,satin,7000,navy elegant Straight Jeans for party. Made from satin. Suitable for elegant looks and party occasions.
P1219,Knit Top,tops,minimal,navy,festive,satin,8700,navy minimal Knit Top for festive. Made from satin. Suitable for minimal looks and festive occasions.
P1220,Shirt Dress,dresses,casual,green,everyday,linen,3700,green casual Shirt Dress for everyday. Made from linen. Suitable for casual looks and everyday occasions.
P1221,Blouse,tops,streetwear,red,festive,denim,1500,red streetwear Blouse for festive. Made from denim. Suitable for streetwear looks and festive occasions.
